function,article,prep,number,quant,anger,friend,cause,hear,bio,time,swear,netspeak,Type
55.93,5.15,12.95,1.76,3.93,1.02,0,1.56,0.75,1.36,3.39,0,0.27,Fake
47.6,9.15,14.22,2.22,1.66,2.22,0.19,2.35,0.19,0.47,5.01,0.06,0.03,Fake
52.33,7.79,13.11,1.71,1.99,0.95,0,1.14,1.33,0.57,3.8,0,0,Fake
43.43,9.05,13.99,2.65,2.05,0.24,0.24,2.05,0.24,0.72,4.83,0,0.97,Fake
40.48,8.23,13.04,2.4,1.2,0.34,0.34,1.03,0.86,0.86,4.12,0,0,Fake
46.24,7.25,17.37,4.38,2.05,0,0,2.19,0.55,0.14,4.92,0,0,Fake
41.44,9.54,15.71,2.22,1.05,1.18,0.03,1.8,0.39,1.67,3.33,0.1,0.2,Fake
43.43,6.18,13.55,4.78,1.59,1.39,0,0.4,1,2.19,6.97,0,0.6,Fake
45.36,8.59,12.54,1.72,1.03,1.55,0.17,0.86,1.2,1.03,2.58,0.17,0.17,Fake
46.03,9.98,13.58,1.32,2.16,1.32,0,2.28,0.24,0.48,3.12,0,0,Fake
48.49,8.14,14.15,1.8,1.45,0.22,0.34,1.6,0.74,2.34,4.06,0,0.07,Fake
43.17,8.87,13.37,3.34,1.6,2.18,0,2.03,1.31,1.02,3.78,0.15,0.15,Fake
54.06,8.12,12.9,2,2.11,1,0,1.22,1.56,0.44,3.56,0,0,Fake
46.55,9.23,16.25,2.08,1.56,0.91,0.13,1.95,0.39,0.39,4.16,0,0,Fake
48.64,8.4,14.71,4.44,3.27,0.39,0.31,1.48,0.08,1.17,3.74,0.16,0,Fake
56.14,7.02,8.77,0.97,1.56,3.12,0.19,1.56,1.17,1.56,5.85,2.14,0,Fake
40.03,6.93,16.83,3.82,4.24,0.42,0.14,1.13,1.13,0.28,3.25,0,0,Fake
51.87,7.93,13.25,1.87,1.96,1.03,0,1.03,1.31,0.56,3.73,0,0,Fake
49.04,9.15,14.45,1.04,1.77,2.17,0.16,1.93,0.32,0.24,4.41,0.08,0,Fake
43,5.66,13.15,1.84,1.98,0.71,0,1.84,0,7.64,3.11,0,0,Fake
45.5,8.84,14.62,1.64,2.81,0.16,2.11,1.56,0.16,0.63,5.63,0.08,0,Fake
48.46,8.87,14.75,1.12,2.27,1.05,0.03,1.66,0.07,1.05,4.4,0.07,0,Fake
50.81,8.2,14.68,1.72,2.86,0.48,0,3.34,0.29,1.24,4.19,0,0.1,Fake
40.9,7.8,15.6,4.9,3.9,0.4,0.2,3.7,0.2,1.4,3.3,0,0,Fake
43.49,7.78,14.89,2.03,0.85,1.35,0,1.02,0.85,1.35,5.92,0,1.02,Fake
45.48,11.08,14.72,1.17,1.75,0.58,0,0.58,1.9,1.46,3.35,0,0.15,Fake
46,10.08,15.85,2.85,1.08,2.69,0.38,2.46,0,2.69,4.54,0,0,Fake
53.53,6.58,13.16,0.8,1.91,0.21,0,2.02,0.37,4.67,3.02,0,0.11,Fake
37.3,6.75,15.46,6.81,5.21,0.25,0.06,1.17,0.98,0.25,2.76,0,0,Fake
47.78,9.24,15.37,3.24,1.68,0.6,0.36,1.92,0.36,0.24,7.2,0,0,Fake
47.31,7.44,13.72,0.9,2.05,2.44,0,1.54,1.67,0.64,2.69,0.38,0.51,Fake
47.61,7.22,14.83,1.46,1.85,2.05,0.1,2.05,0.39,0.2,4.29,0,0.1,Fake
45.49,7.18,14.29,2.7,1.42,1.71,0.21,1.21,0.21,2.42,4.48,0.57,0.5,Fake
47.83,7.41,12.3,1.08,1.81,0.36,0,2.53,0.81,1.08,3.89,0.18,0.27,Fake
46.28,11.09,15.46,2.11,1.54,3.17,0.05,1.97,0,0.72,3.79,0.05,0.1,Fake
50.98,6.04,12.63,2.67,1.96,0.16,0,1.02,0.55,0.94,5.25,0.08,0,Fake
35.02,7.43,19.06,18.19,5.32,0,0.37,0.87,0.12,0.62,5.69,0,0,Fake
45.84,7.71,13.54,1.41,1.21,0.27,0,1.74,0.6,0.34,6.3,0.07,0.2,Fake
42.19,7.47,11.89,0.97,1.52,1.11,0,1.94,1.94,0.41,3.73,0,0.28,Fake
46.53,8.82,15.38,1.31,1.31,1.5,0,0.94,0.56,0.38,3,0,0.38,Fake
44.65,7.94,13.56,1.73,1.99,1.64,0,3.63,0.35,3.54,4.15,0,0,Fake
40.7,7.65,15.3,3.13,2.26,2.09,0.35,1.74,1.04,0.87,2.78,0,0.17,Fake
52.11,4.88,15.35,0.77,2.8,1.07,0.48,2.08,0.83,2.02,2.91,0,0,Fake
56.26,11.61,15.67,0.68,1.58,1.47,0,1.35,0.23,0,3.27,0.45,0,Fake
48.84,7.91,13.18,2.07,2.36,2.46,0.21,1.93,0.41,1.09,3.96,0.08,0.27,Fake
47.07,8.17,15.88,1.61,1.61,2.88,0,1.73,0.58,0.12,2.65,0,0,Fake
43.99,10.18,16.7,2.92,1.77,3.46,0,1.36,0.07,1.9,3.53,0,0.07,Fake
43.12,9.07,14.54,2.03,1.99,1.22,0.14,1.49,0.59,1.04,2.89,0,0.05,Fake
39.47,6.74,12.15,3.85,1.08,0.12,0.36,1.08,0.36,2.05,6.74,0,2.77,Fake
44.25,9.75,13.94,1.07,1.56,2.83,0.19,2.34,0.1,1.27,2.92,0.1,0.1,Fake
44.82,10.5,14.92,3.44,1.43,0.8,0.25,1.15,0.3,0.85,3.85,0.11,0.6,Fake
40.28,6.88,12.45,1.53,2.84,2.4,0.22,1.31,0.22,0.55,3.71,0,0,Fake
47.86,11.07,13.69,2.14,1.84,0.29,0,2.23,0.87,0.19,4.47,0,0.19,Fake
37.82,7.6,15.01,2.73,1.56,0,0,0.58,1.17,0.39,4.09,0,0.19,Fake
46.42,9.74,15.44,2.02,2.21,0.46,0.09,2.39,0.09,2.85,5.15,0,0.09,Fake
48.82,6.8,15.65,2.06,1.75,0.31,0.1,1.44,0.1,0.82,5.56,0.1,0.51,Fake
45.35,8.54,14.23,2.47,1.71,0,0,0.95,0.38,0.57,11.76,0,0,Fake
40.33,7.81,13.57,2.04,1.67,0.19,0.93,1.12,0,6.32,3.16,0,0,Fake
43.9,9.56,15.28,1.49,2.33,2.37,0,3.04,0.14,0.88,4.49,0,0.1,Fake
46.18,9.77,13.91,3.36,2.01,0,0.13,1.42,1.03,0.65,3.62,0,0.19,Fake
55.08,6.84,13.08,2.1,2.51,0.81,0,1.56,0.2,1.76,2.91,0.14,0,Fake
49.46,8.09,15.47,2.7,1.44,0.18,0.18,1.62,0.18,0.36,7.01,0,0.18,Fake
51.32,6.95,14.1,0.98,1.86,0.78,0.1,2.15,0.49,0.88,6.46,0,0,Fake
54.51,8.13,12.87,1.47,2.14,1.02,0,1.24,1.58,0.45,3.39,0,0,Fake
57.12,6.28,10.54,0.83,1.39,1.11,0.14,2.08,1.71,1.11,4.3,0.09,0,Fake
42.27,8.74,11.25,4.94,1.69,0.5,0.09,2.24,0.73,0.73,4.44,0,0.32,Fake
40.42,6.8,15.49,6.61,1.7,0.09,0.09,1.61,0.09,0.76,5.57,0,0.19,Fake
45.4,5.67,12.85,3.18,3.25,2.21,0.07,2,0.62,1.87,4.56,0.41,0.21,Fake
49.37,11.27,12.06,1.59,2.06,1.59,0,1.59,0.32,0.63,5.08,0,0,Fake
46.8,8.36,14.95,1.78,1.78,0.71,0.18,1.78,0.71,1.25,5.87,0,0.18,Fake
48.54,8.73,13.76,1.06,0.79,0.79,0,2.91,0.93,3.84,2.78,0,0,Fake
46.48,8.15,13.52,1.67,0.93,0.93,0.37,0.56,2.04,0.37,6.85,0.19,0.74,Fake
44.72,9.67,17.67,0.69,2.37,0.2,0,1.97,0.59,0.99,2.76,0,0,Fake
53.59,9.2,12.99,2.98,2.57,0.81,0,1.22,0.14,1.22,4.19,0,0,Fake
50.15,7.28,15.69,5.86,1.65,0.83,0.08,1.65,0.6,0.38,8.26,0,0.08,Fake
47.14,7.72,16.21,0.47,2.36,1.53,0.06,1.36,0.35,0.88,4.24,0.29,0.18,Fake
11.6,2.01,8.25,18.94,0.12,0,0,0.36,0.12,0.99,4.38,0.12,0.32,Fake
51.16,7.35,14.79,1.86,2.05,0.37,0,1.77,0.47,2.6,3.07,0,0,Fake
42.73,7.01,16.99,0.88,2.1,1.23,0.35,1.23,0.35,0.7,5.78,0,0.18,Fake
42.22,9.52,13.89,3.02,1.79,0.22,0.22,1.9,0.22,0.22,4.48,0,0,Fake
44.64,6.72,12.59,2.72,2.29,1.72,0,1.86,1,2.86,3.86,0,0,Fake
50.02,5.72,16.04,1.28,3.19,0.27,0,2.79,0.22,0.93,6.11,0,0,Fake
47.26,10.65,15.22,2.29,1.69,1.09,0,1.39,0.1,0.4,6.57,0,0,Fake
45.99,7.08,12.52,1.57,1.86,0.86,0.07,2.36,0.21,8.15,4.15,0,0.07,Fake
46.59,6.04,12.6,2.16,3.07,0.1,0,1.87,0.29,8.69,4.65,0.03,0.23,Fake
45.14,7.3,14.61,2.78,1.83,0.29,0.15,2.41,0.44,10.08,4.46,0,0.15,Fake
40.67,7.63,14.36,3.54,2.05,0.56,0.12,1.96,0.5,0.35,6.26,0,0.38,Fake
51.62,8.38,14.41,1.62,2.35,0.88,0.15,1.18,0,3.97,3.97,0,0,Fake
48.51,8.42,16.85,1.77,1.22,1.09,0.54,1.09,2.58,1.22,4.89,0,0.14,Fake
48.3,6.94,12.57,3.01,2.23,0.39,0.52,2.09,1.05,4.32,3.93,0,0.26,Fake
50.81,7.57,15.19,1.45,1.89,0.89,0,1.78,0.67,0.61,3.78,0.06,0,Fake
54.63,5.19,14.44,5.56,1.11,0,0,2.22,1.11,2.41,1.67,0,0,Fake
44.57,7.07,14.65,4.04,1.26,0.13,0.13,1.26,0.63,0,4.55,0,0.25,Fake
45.85,8.73,14.85,2.62,2.33,0.58,0,1.89,0,0.29,7.42,0,0,Fake
48.76,9.32,17.24,0.99,1.88,2.18,0.2,2.28,0.99,0.89,3.67,0,0,Fake
49.31,8.45,13.87,1.26,1.26,1.01,0,1.51,0.88,1.13,2.77,0,0,Fake
56.15,6.87,16.15,2.04,2.72,0.53,0.08,1.43,0.45,0.38,3.47,0,0,Fake
39.3,9.5,13.8,0.9,1.4,1.1,0,2.4,0.4,0.4,3.7,0,0,Fake
47.32,7.99,13.04,2.53,3.34,0.71,0,1.31,0.61,0.3,4.25,0,0,Fake
36.87,7.59,15.03,5.54,3.8,0.16,0,2.22,1.11,0,5.22,0,0,Fake
48.01,7.97,13.59,1.99,2.17,0.91,0.18,2.54,0.36,0.36,2.17,0,0,Fake
49.23,7.22,12.14,1.33,2.32,0.86,0.28,1.47,0.44,0.53,3.37,0.19,0.33,Fake
42.1,10.78,15.19,3.7,2.06,2.39,0.19,2.02,0.09,0.8,4.13,0.09,0,Fake
40.16,10.09,18.1,1.58,0.99,0.69,0,2.37,0.1,0.69,4.85,0,0,Fake
44.91,11.63,15.5,1.38,1.38,1.11,0.35,0.9,0.42,0.97,3.32,0,0,Fake
51.17,7.27,11.1,1.6,3.58,0.62,0,1.97,1.23,1.73,2.34,0,0,Fake
42.7,5.84,13.71,3.82,3.26,2.25,0,1.91,0.67,0.45,5.28,0.11,0.45,Fake
46.18,10.07,14.89,1.79,1.68,0.81,0.05,1.62,0.11,0.38,3.9,0,0.05,Fake
50.85,7.53,15.71,2.51,1.62,1.62,0.08,1.38,0.73,0.73,5.75,0,0,Fake
52.97,5.79,15.73,2.67,3.12,0.59,0.3,1.63,0,2.52,7.42,0,0,Fake
53.49,8.03,13.14,1.04,1.88,1.56,0.1,1.77,0.63,1.15,3.44,0,0,Fake
42.57,6.49,13.73,1.5,2.5,0.25,0.25,2.25,1.25,3.37,2.25,0,0.37,Fake
44.82,7.83,13.61,2.89,0.96,1.93,0.12,1.2,0.84,2.17,6.02,0.36,0,Fake
42.44,9.5,14.62,3.22,1.73,0.41,0.25,1.07,0.83,2.06,4.87,0.17,0.17,Fake
41.88,5.9,14.95,2.67,1.52,0,0,3.04,0,6.99,3.1,0,0,Fake
60.14,4.95,13.39,0.48,3.2,0.19,0.39,2.04,0.29,0.58,2.52,0.1,0,Fake
44.08,9.79,15.32,2.05,0.95,2.37,0,2.05,0.79,0.32,4.27,0,0.47,Fake
39,8.36,17.6,4.69,1.76,1.17,0.15,1.76,0.88,0.73,5.28,0,0,Fake
44.23,8.14,13.61,2.66,2.07,0.15,0,1.92,0.74,0.59,6.36,0,0.3,Fake
44.67,6.8,14.89,1.8,2.18,0.64,0.13,1.28,0.39,1.54,5.91,0.26,0,Fake
39.74,4.97,13.52,2.39,1.84,1.38,0,2.94,0,0.46,2.67,0,0,Fake
58.6,6.92,15.08,1.25,2.79,0.48,0.29,3.17,0.1,2.69,5.76,0,0,Fake
42.79,9.44,14.67,2.33,1.36,0.52,0.13,1.1,1.03,0.84,4.07,0,0.26,Fake
49.9,6.75,13.67,2.02,2.43,0.45,0.03,1.82,0.9,7.27,3.46,0.06,0.13,Fake
47.63,6.08,15.28,2.52,1.04,1.93,0.59,1.63,1.78,1.19,6.23,0,0,Fake
40.18,8.79,14.5,2.28,1.03,1.37,0,1.26,0.11,0.68,5.02,0,0.11,Fake
45.91,8.68,15.76,2.36,1.61,0,0,2.23,0.99,0.5,2.98,0,0,Fake
54.42,6.33,15.47,0.52,1.68,0.17,0.04,2.02,0.09,2.11,5.3,0,0.04,Fake
43.65,9.3,19.86,6.8,3.76,0.18,0,0.89,0,0.18,5.01,0,0.18,Fake
42.71,7.5,12.41,2.02,1.01,0.87,0.14,1.88,1.01,0.29,4.04,0,0.14,Fake
39.12,8.29,15.54,3.5,1.94,0.52,0.39,2.98,1.04,1.55,4.66,0,0,Fake
41.08,6.96,12.73,1.18,1.57,2.36,0.13,2.1,0.39,1.18,3.81,0.26,0.52,Fake
44.27,8.73,15.61,2.03,1.94,0.62,0,1.68,1.15,0.53,5.38,0,0,Fake
58.12,8.58,13.69,0.27,1.73,0.18,0,1.92,0.82,2.28,6.11,0,0,Fake
41.52,9.16,12.28,4.48,2.34,0.19,0.19,1.75,1.36,0.58,2.92,0.19,0,Fake
44.3,8.59,13.59,2.89,1.72,0.31,0.16,1.09,0.31,0.23,3.67,0,0.23,Fake
42.96,10.41,14.08,2.05,1.61,0.73,0,1.91,1.76,0.44,3.81,0,0,Fake
49.94,5.58,14.91,3.39,2.55,0,0,1.45,0.36,8.61,7.64,0,0.12,Fake
37.67,12.25,14.4,3.37,0.92,1.38,0.31,3.98,0,0.46,3.06,0,0,Fake
50.68,8.58,14.44,1.63,1.5,0.54,0.14,2.18,0.68,1.63,3.95,0.54,0.54,Fake
45.75,7.22,16.35,1.59,2.12,3.18,0.32,2.02,1.17,0.74,3.5,0.11,0,Fake
46.98,7.4,13.29,2.27,1.81,1.36,0.15,0.76,0.6,0.91,3.02,0.15,0,Fake
47.21,10.38,11.07,0.78,1.86,1.18,0.1,2.45,0.39,0.59,2.64,0,0,Fake
52.88,8.54,13.93,1.35,1.8,0.3,0.07,2.62,0.6,1.27,3.37,0,0.07,Fake
54.92,8.47,12.77,2.03,3.28,1.36,0.34,2.6,0.11,1.13,5.2,0.11,0,Fake
40.88,6.83,14.09,4.48,1.07,0.21,0.11,1.28,0.53,0,4.16,0,0.32,Fake
49.35,7.58,15.34,1.66,2.22,0.18,0,2.4,3.33,0.55,4.99,0,0,Fake
51.37,7.58,14.41,2.18,2.46,0.09,0,1.33,0.57,0.38,5.5,0,0,Fake
50.48,10.45,14.17,2.06,0.83,0.55,0,0.69,0.69,1.79,3.85,0,0.28,Fake
44.29,9.67,15.42,2.62,1.82,0.8,0.15,1.75,0.36,0.65,4.29,0.07,0,Fake
48.57,8.94,17.2,3.2,1.69,0.51,0.17,1.69,1.01,0,4.38,0,0.17,Fake
41.61,8.17,15.52,3.73,2.63,0.44,0.11,1.54,0.33,0.82,3.89,0.05,0.05,Fake
40.41,8.71,14.83,2.86,1.09,1.63,0.54,0.95,0.41,2.99,5.17,0,0.27,Fake
43.31,5.62,14.29,2.13,2.28,0.3,0,2.74,0,13.22,6.38,0,0,Fake
49.61,6.99,16.23,3.38,2.25,0.56,0.11,0.9,1.01,0.79,3.49,0.23,0.11,Fake
50.16,11.2,16.56,2.52,1.26,0.79,0.79,1.58,0.16,1.74,4.89,0,0,Fake
41.51,7.19,14.39,1.06,2.71,0.35,0.35,2.36,1.18,0.71,3.18,0,0,Fake
49.88,6.89,12.62,0.76,2.39,0.99,0.12,2.1,0.47,1.29,4.91,0.06,0,Fake
43.24,7.25,16.64,2.7,1.42,1,0.28,1.28,1.85,2.13,3.41,0,0.14,Fake
46.64,9.31,16.03,2.88,3.17,2.02,0,0.77,0.19,3.26,6.24,0,0,Fake
43.73,7.45,11.96,2.35,1.76,0,0,2.16,0.2,0.39,3.53,0,0.2,Fake
47.2,6.69,12.07,7.98,1.79,1.35,0.63,1.35,0.75,0.63,2.8,0.06,2.97,Fake
49.14,9.52,13.9,0.38,0.95,0.95,0,3.05,1.52,1.14,3.62,0,0.19,Fake
44.28,8.89,14.91,2.56,2.11,1.96,0.6,1.05,1.51,2.86,5.72,0.15,0,Fake
39.1,9.45,16.28,4.94,1.45,1.74,0.58,1.6,1.31,0.87,4.07,0,0.15,Fake
52.04,8.57,14.08,2.65,1.53,0.71,0.2,1.33,0.71,2.96,4.9,0,0.41,Fake
51.51,7.5,14.09,1.19,2.56,1.1,0,1.56,0.37,1.19,4.85,0.18,0.27,Fake
44.36,8.66,14.84,2.78,2.01,1.39,0.62,1.08,1.7,2.94,5.87,0.15,0,Fake
44.55,8.32,13.86,0.99,0.99,0.59,0.4,2.18,0.59,5.15,3.37,0,0.4,Fake
45.66,7.59,16.4,0.14,1.36,0.54,0,2.44,0.68,0.81,1.76,0,0,Fake
46.59,9.51,14.58,2.06,2.85,0,0,1.58,1.74,1.9,5.23,0,0,Fake
41.1,11.42,14.16,2.13,1.07,0.76,0,0.61,1.52,1.22,2.28,0,0.3,Fake
38.42,6.47,15.4,3.02,1.15,0.58,0.14,2.16,0.43,0.72,5.18,0.29,0,Fake
43.97,11.35,14.06,1.97,1.85,1.21,0.12,1.99,0.24,0.69,5.95,0,0,Fake
44.02,9.68,12.56,1.97,2.72,1.06,0,0.91,0.15,0.61,4.24,0,0,Fake
45.93,9.08,14.66,1.81,1.84,1.48,0.33,1.54,0.3,0.45,3.86,0.09,0.03,Fake
40.52,7.63,14.38,3.3,2.16,0.71,0.33,1.57,0.25,1.09,5.05,0.05,0.3,Fake
48.46,9.22,14.49,0.81,1.17,0.51,0.07,2.27,0.66,0.59,4.61,0,0.37,Fake
39.23,6.97,14.91,6.89,2.88,0,0,2.09,0.78,1.13,5.49,0,0.17,Fake
45.64,8.89,16.07,3.25,2.05,0.85,0,2.39,0.17,2.56,3.42,0,0,Fake
48.66,8.21,13.68,1.74,2,0.47,0.13,1.8,0.73,0.73,4.01,0,0,Fake
50.44,9.6,14.49,1.05,2.97,0.87,0,1.4,0.7,0.17,4.89,0,0,Fake
49.21,9.07,14.09,0.76,1.17,2.13,0.14,3.16,0.07,0.27,2.2,0,0,Fake
40.13,5.71,12.4,3.75,1.96,0.49,0.49,2.12,1.31,2.12,3.75,0,0.82,Fake
43.8,7.38,11.93,1.88,1.73,0.47,0.31,0.78,0.94,1.41,4.24,0,0,Fake
53.21,8.73,14.43,1.6,1.89,0.49,0.07,2.57,0.52,0.29,3.29,0,0,Fake
50.38,9.38,15.44,1.8,2.46,0.28,0.47,1.23,0.38,1.23,4.73,0,0,Fake
40.33,9.49,15.28,1.87,1.4,0.43,0.14,1.73,0.04,0.9,4.28,0,0,Fake
50.79,6.63,13.55,2.1,2.95,0.85,0.4,1.36,1.7,1.81,4.25,0.23,0.06,Fake
46.23,8.54,17.54,1.38,3.23,1.62,0.15,3,0.23,1.92,3.23,0,0.08,Fake
51.29,8.37,14.29,2.34,3.14,0.3,0.1,0.9,0.75,1.15,5.78,0.05,0.15,Fake
51.32,5.34,12.8,1.76,1.35,0.21,0.16,3.53,0.26,1.87,2.59,0.05,0.05,Fake
43.28,7.06,11.67,1.9,2.04,1.9,0,1.22,0.14,0.54,3.66,0.14,0,Fake
43.61,12.06,14.35,2.85,0.89,0.25,0.38,1.68,1.63,0.66,4.63,0,0.13,Fake
25.48,4.28,8.02,19.71,1.34,0,0.07,1.38,0.33,0.4,2.54,0,2.25,Fake
45.53,8.11,12.85,1.88,2.85,0.15,0,2.63,0.3,4.13,2.78,0,0,Fake
39.83,9.17,12.32,4.73,1.29,0,0,1.29,0,0.43,4.44,0,0.14,Fake
46.84,10.45,15.11,3.02,2.21,1.83,0.31,1.77,0.2,0.75,4.51,0.17,0.17,Fake
41.28,8.72,12.21,1.81,2.2,0.32,0,1.74,0.06,1.1,4.59,0,0.84,Fake
35.51,7.2,12.73,1.01,1.68,0.84,0.17,1.51,1.17,0.34,3.52,0,0.34,Fake
48.09,9.31,14.22,1.95,1.81,0.94,0,1.52,0.58,0.72,4.12,0,0.07,Fake
48.83,8.57,13.97,1.53,1.53,0.59,0.12,1.76,0.47,0.35,4.81,0,0,Fake
48.97,7.64,14.87,1.07,2.63,0.66,0.49,1.4,0.66,1.23,4.27,0,0,Fake
44.69,7.96,17.21,2,1.47,0.89,0.22,2.13,0.36,1.56,3.91,0,0,Fake
45.45,8.77,15.78,1.68,2.12,1.93,0.03,1.93,0.16,1,4.7,0,0,Fake
48.13,6.98,14.09,2,4.49,0.25,0.12,1.5,1.12,1,4.74,0,0,Fake
41.46,5.7,13.26,3.64,3.45,2.15,0,2.24,0.65,0.56,5.14,0.09,0.37,Fake
47.19,7.6,12.03,2.47,2.68,0.7,0.02,2.04,0.4,1.32,3.83,0.17,0.21,Fake
49.92,11.31,13.91,0.92,1.53,1.76,0,2.06,0.54,0.23,2.45,0,0,Fake
48.28,8.05,14.56,2.55,2.3,0.38,0.26,1.02,0.64,0.13,3.58,0.13,0.38,Fake
44.24,11.41,15.48,3.73,1.16,2.56,0.23,1.4,0.35,0.58,3.84,0,0,Fake
47.76,8.97,12.66,1.12,1.76,1.6,0,1.12,0.96,3.53,3.53,0.16,0,Fake
49.33,7.68,11.9,0.96,2.69,0,0.19,2.5,0,1.54,3.84,0,0,Fake
45.26,8.15,14.68,1.94,1.02,1.83,0.31,0.71,0.41,1.83,4.89,0,0.2,Fake
48.98,9.06,14.7,3.14,2.59,0.28,0.09,0.92,0.09,0.09,10.07,0,0,Fake
46.27,10.12,14.54,1.62,2.47,0.39,0,2.34,1.04,0.13,4.61,0,0.19,Fake
49.85,8.14,14.36,1.31,2.19,2.11,0.19,2,0.46,0.42,3.34,0.04,0.04,Fake
46.4,10.6,15.4,0.4,1.4,0.4,0.2,2.4,1,0,5,0.2,0,Fake
48.22,11.8,15.73,0.89,2.37,1.56,0.07,1.41,0.3,0.07,3.86,0,0,Fake
54.31,8.79,14.35,1.66,1.89,0.49,0.07,2.57,0.52,0.29,3.25,0,0,Fake
37.03,4.8,12.97,8.63,3.05,0,0.06,1.3,0,7.46,2.27,0,0.19,Fake
49.69,8.63,13.94,1.43,2.04,0.54,0.14,1.84,0.75,0.48,3.6,0,0,Fake
39.43,8.4,13.49,3.6,0.9,0.15,0.15,2.4,0.15,2.85,3.75,0,0,Fake
53.94,7.53,14.86,2.08,1.93,0.2,0.2,2.43,0.25,0.94,7.88,0,0,Fake
46.49,7.22,13.9,1.69,1.96,0.54,0.27,1.35,0.2,5.4,3.37,0,0,Fake
46.56,10.61,16.94,0.87,1.9,1.11,0.16,1.11,0.32,0.32,3.8,0,0,Fake
51.56,7.89,10.77,1.32,1.81,0.08,0.16,2.3,1.64,0.58,3.37,0,0.08,Fake
47.54,10.47,17.09,3.74,1.28,0.43,0.21,1.28,0.53,0.43,5.24,0,0.11,Fake
47.26,8.1,14.21,0.5,2.74,0.62,0,0.87,0.37,0.75,3.12,0,0,Fake
48.56,6.88,14.52,3.38,2.13,0.75,0.13,1.38,0.38,0,6.63,0,0.13,Fake
40.19,9.62,11.13,3.96,2.45,0,0,1.89,2.26,0.57,2.64,0,0,Fake
45.2,8.13,14.96,1.23,2.22,2.03,0.49,1.79,0.25,0.49,3.63,0.06,0,Fake
51.6,6.59,14.69,2.07,2.82,1.32,0,1.13,0,1.13,3.95,0,0,Fake
44.05,8.53,12.9,1.59,2.98,0.4,0.2,1.59,0.99,0.2,3.77,0,0.2,Fake
46.32,7.18,16.7,3.41,2.87,0.18,0,4.67,0.36,7.36,3.59,0,0,Fake
46.53,7.31,10.6,0.82,1.46,2.93,0,1.83,0,1.65,2.47,0.18,0.09,Fake
46.97,10.56,15.71,2.41,2,1.16,0,1.25,0.08,0.58,6.73,0,0,Fake
42.93,8.62,15,1.72,1.72,0.86,0.34,1.55,0.69,0.17,6.72,0,0,Fake
36.61,5.28,16.94,5.65,0.55,2,0,2.73,0.73,0.18,6.38,0,0,Fake
32.35,3.91,15.12,2.12,1.2,1.27,0.21,1.47,0.35,1.7,4.14,0.12,0.14,Fake
45.24,8.08,15.44,3.77,1.62,0,0.18,1.44,1.08,0.36,6.46,0,0.36,Fake
43.65,9.22,13.57,1.57,1.74,2.09,0.35,1.04,2.43,0.35,7.48,0,0,Fake
49.28,11.04,13.94,0.5,2.35,1.31,0.18,1.76,0.41,0.81,2.08,0.09,0.05,Fake
41.57,8.03,15.25,3.05,1.12,2.09,0.32,0.96,0.48,1.77,3.53,0,0,Fake
42.85,11.03,15.94,2.06,1.42,0.71,0,1.35,0.14,1,3.27,0.07,0,Fake
44.81,10.57,14.72,4.43,3.34,0.09,0.54,1.72,0.45,0.18,3.43,0.09,0.09,Fake
46,10.39,14.04,2.4,2.97,0.11,0.11,3.31,0,0.8,3.77,0,0,Fake
45.83,7.06,11.16,2.89,1.2,1.69,0.08,1.85,0.72,1.12,4.33,0,0.08,Fake
48.2,7.87,13.19,0.85,3.13,0.28,0,3.32,0.76,4.93,2.85,0,0,Fake
53.8,9.24,10.05,0.82,0.68,0.14,0,2.17,0.95,0.82,6.66,0,0,Fake
51.58,12.8,15.96,2.6,0.93,0,0,1.11,0.74,0.37,7.42,0,0,Fake
43.99,6.85,12.18,4.11,1.07,0,0.15,1.22,0.46,1.98,8.07,0,2.74,Fake
37.63,6.1,11.3,3.73,1.58,0.11,0,1.36,0.79,2.82,3.28,0,2.26,Fake
45.9,8.62,12.91,0.82,1.72,2.28,0.07,1.68,0.51,0.98,3.26,0.09,0.05,Fake
45.93,8.14,14.07,0.87,1.5,1.58,0.08,2.21,0.24,0.47,4.66,0,0,Fake
43.02,8.38,16.18,1.29,2,1.15,0.14,2.43,0.29,2.36,4.08,0.07,0,Fake
38.21,7.58,16.93,5.19,1.66,0.73,1.14,1.04,0.42,0.62,5.19,0,0,Fake
37.01,5.98,11.78,0.75,1.5,2.06,0.19,0.93,0.56,0.75,4.49,0,0.19,Fake
45.81,10.34,16.04,2.32,0.18,0.71,0.89,0.89,1.6,0.71,7.13,0.18,1.25,Fake
50.51,8.74,15.53,1.03,0.93,0.21,0.1,2.37,1.23,1.34,5.45,0,0.1,Fake
43.45,9.24,15.45,1.38,2.76,2.07,0,1.24,0.55,0.69,4.28,0,0,Fake
51.33,10.75,12.85,2.38,1.71,0.61,0.09,1.46,0.24,0.61,6.46,0.03,0.09,Fake
55.69,8.83,14.82,0.8,1.39,1.31,0.22,1.68,0.44,0.15,2.77,0,0,Fake
48.26,8.5,13.92,1.87,3.28,0.2,0.27,1.41,0.2,2.14,3.08,0,0.27,Fake
38.04,7.53,14.31,4.71,1.13,0.56,0.19,1.69,0.19,1.69,6.4,0,0.19,Fake
51.69,8.43,13.06,1.98,1.85,0.53,0,2.28,0.46,0.63,2.71,0,0.6,Fake
40.35,8.66,15,1.48,1.97,1.27,0.14,0.92,0.07,0.77,3.1,0.07,0.07,Fake
